Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 27 - The Lightning-Struck Tower.txt,"Harry Potter, Draco Malfoy",Fear,0.8,Harry felt himself fall back against the Tower wall  propped like an unsteady statue  unable to move or speak.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Disgust,0.9,Well  well ' said Dumbledore  as though Malfoy was showing him an ambitious homework project.
Chapter 27 - The Lightning-Struck Tower.txt,"Harry Potter, Draco Malfoy",Fear,0.6,You don't know what I'm capable of 
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.9,I've been working on it all year  and tonight...
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Guilt,0.6,You almost killed Katie Bell and Ronald Weasley.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Gratitude,0.4,Perhaps you ought to get on with the job alone.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Betrayal,0.8,What if your back-up has been thwarted by my guard?
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.7,You are afraid to act until they join you.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Gratitude,0.2,"Very good ' murmured Dumbledore. 'So the Death Eaters were able to pass from Borgin and Burkes into the school to help you ... a clever plan  a very clever plan ..."""
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Envy,0.7,Yeah  well  you still didn't realise who was behind that stuff  did you?' sneered Malfoy  as Dumbledore slid a little down the ramparts  the strength in his legs apparently fading  and Harry struggled fruitlessly  mutely  against the enchantment binding him.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Surprise,0.7,As a matter of fact  I did ' said Dumbledore. 'I was sure it was you.'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Betrayal,0.9,He hasn't been doing your orders  he promised my mother -
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Gratitude,0.2,"Very gratifying "" said Dumbledore mildly."
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Betrayal,0.8,I had one and she had the other and 1 could send her messages -
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Granger",Envy,0.9,"Yeah  I got the idea from them "" said Malfoy  with a twisted smile. ""I got the idea of poisoning the mead from the Mudblood Granger  as well  I heard her talking in the library about Filch not recognising potions ..."
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Betrayal,0.9,"Malfoy gave a harsh laugh. 'You care about me saying ""Mudblood"" when I'm about to kill you?'"
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Envy,0.4,Now  about tonight  I am a little puzzled about how it happened ... you knew that I had left the school?
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,1.0,That's right ' said Malfoy. 'But she said you were just going for a drink  you'd be back ...'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Sad,0.8,'Well  I certainly did have a drink ... and I came back ... after a fashion ' mumbled Dumbledore.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,1.0,'We decided to put the Dark Mark over the Tower and get you to hurry up here  to see who'd been killed ' said Malfoy.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Surprise,0.9,'Well ... yes and no ...' said Dumbledore. 'But am I to take it  then  that nobody has been murdered?'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.9,'Someone's dead ' said Malfoy and his voice seemed to go up an octave as he said it. 'One of your people ... I don't know who  it was dark ... I stepped over the body ... I was* supposed to be waiting up here when you got back  only your Phoenix lot got in the way ...'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Gratitude,0.8,'Yes  they do that ' said Dumbledore.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,1.0,'My options!' said Malfoy loudly. 'I'm standing here with a wand - I'm about to kill you -'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.9,'My dear boy  let us have no more pretence about that. If you were going to kill me  you would have done it when you first Disarmed me  you would not have stopped for this pleasant chat about ways and means.'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,1.0,'I haven't got any options!' said Malfoy  and he was suddenly as white as Dumbledore.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.8,'I appreciate the difficulty of your position ' said Dumbledore. 'Why else do you think I have not confronted you before now? Because I knew that you would have been murdered if Lord Voldemort realised that I suspected you.'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.9,'I did not dare speak to you of the mission with which I knew you had been entrusted  in case he used Legilimency against you ' continued Dumbledore. 'But now at last we can speak plainly to each other ... no harm has been done  you have hurt nobody  though you are very lucky that your unintentional victims survived ... I can help you  Draco.'
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.9,'No  you can't ' said Malfoy  his wand hand shaking very badly indeed. 'Nobody can. He told me to do it or he'll kill me. I've got no choice.'
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Fenrir",Fear,1.0,"Is that you  Fenrir?"""
Chapter 27 - The Lightning-Struck Tower.txt,"Fenrir, Albus Dumbledore",Anger,1.0,"Pleased to see me  Dumbledore?"""
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,0.75,"But I got this far  didn't I? They thought I'd die in the attempt  but I'm here ... and you're in my power ... I'm the one with the wand ... you're at my mercy ..."""
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Draco Malfoy",Friendship,0.8,"No  Draco  it is my mercy  and not yours  that matters now."""
Chapter 27 - The Lightning-Struck Tower.txt,"Amycus, Albus Dumbledore",Anger,1.0,"Think your little jokes'll help you on your death bed  then?"""
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Amycus",Friendship,0.5,Jokes? No  no  these are manners.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Greyback",Happy,1.0,Greyback grinned  showing pointed teeth.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Greyback",Fear,1.0,He was not looking at Greyback; he did not seem to want to even glance at him.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Greyback",Disgust,1.0,'Well  I cannot pretend it does not disgust me a little ' said Dumbledore.
Chapter 27 - The Lightning-Struck Tower.txt,"Draco Malfoy, Albus Dumbledore",Fear,1.0,He looked terrified as he stared into Dumbledore's face...
Chapter 27 - The Lightning-Struck Tower.txt,"Amycus, Albus Dumbledore",Envy,1.0,'He's not long for this world anyway  if you ask me!' said the lopsided man.
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Amycus",Gratitude,0.5,Oh  weaker resistance  slower reflexes  Amycus 
Chapter 27 - The Lightning-Struck Tower.txt,"Severus Snape, Albus Dumbledore",Betrayal,1.0,A jet of green light shot from the end of Snape's wand and hit Dumbledore squarely in the chest
Chapter 29 - The Phoenix Lament.txt,"Lupin, Ron Weasley",Sad,0.7,Lupin is showing sadness and sympathy to Ron due to Bill's condition
Chapter 29 - The Phoenix Lament.txt,"Madam Pomfrey, Harry Potter",Disgust,0.7,Madam Pomfrey is showing disgust and disappointment to Harry for his suggestion that a charm could fix Bill's wounds
Chapter 29 - The Phoenix Lament.txt,"Ron Weasley, Lupin",Friendship,1.0,Ron and Lupin are showing strong friendship and camaraderie for each other
Chapter 29 - The Phoenix Lament.txt,"Ron Weasley, Harry Potter",Sad,1.0,"No!"" Lupin looked wildly from Ginny to Harry  as though hoping the latter might contradict her "
Chapter 29 - The Phoenix Lament.txt,"Nymphadora Tonks, Lupin",Sad,0.5,"How did he die?"" whispered Tonks. ""How did it happen?"
Chapter 29 - The Phoenix Lament.txt,"Hermione Granger, Harry Potter",Sad,0.5,"Snape killed him "" said Harry."
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Arthur",Sad,1.0,"Molly and Arthur are on their way "" she said"
Chapter 29 - The Phoenix Lament.txt,"Minerva McGonagall, Harry Potter",Sad,0.5,"Harry  what happened? According to Hagrid you were with Professor Dumbledore when he - when it happened. He says Professor Snape was involved in some -"""
Chapter 29 - The Phoenix Lament.txt,"Minerva McGonagall, Severus Snape",Sad,0.5,"Snape "" repeated McGonagall faintly  falling into the chair. ""We all wondered . . . but he trusted . . . always . . . Snape... I can't believe it. ..."""
Chapter 29 - The Phoenix Lament.txt,"Lupin, Severus Snape",Sad,0.5,"He always hinted that he had an ironclad reason for trusting Snape "" muttered Professor McGonagall  now dabbing at the corners of her leaking eyes with a tartan-edged handkerchief. ""I mean . . . with Snapes history ... of course people were bound to wonder. . . but Dumbledore told me explicitly that Snape's repentance was absolutely genuine-----Wouldn't hear a word against him!"
Chapter 29 - The Phoenix Lament.txt,"Nymphadora Tonks, Harry Potter",Happy,1.0,"I'd love to know what Snape told him to convince him "" said Tonks."
Chapter 29 - The Phoenix Lament.txt,"Lupin, Harry Potter",Disgust,1.0,"And Dumbledore believed that?"" said Lupin incredulously. ""Dumbledore believed Snape was sorry James was dead? Snape hated James. . . ."
Chapter 29 - The Phoenix Lament.txt,"Minerva McGonagall, Harry Potter",Guilt,1.0,"This is all my fault "" said Professor McGonagall suddenly."
Chapter 29 - The Phoenix Lament.txt,"Lupin, Minerva McGonagall",Friendship,1.0,"It isn't your fault  Minerva "" said Lupin firmly."
Chapter 29 - The Phoenix Lament.txt,"Harry Potter, Ron Weasley, Hermione Granger",Envy,0.5,Almost against his will he glanced from Ron to Hermione  both of whom looked devastated.
Chapter 29 - The Phoenix Lament.txt,"Ron Weasley, Harry Potter",Guilt,1.0,"I messed up  Harry "" said Ron bleakly"
Chapter 29 - The Phoenix Lament.txt,"Ron Weasley, Ginny",Gratitude,1.0,"We tried everything  Lumos  Incendio "" said Ginny. ""Nothing would penetrate the darkness; all we could do was grope our way out of the corridor again  and meanwhile we could hear people rushing past us."""
Chapter 29 - The Phoenix Lament.txt,"Lupin, Ron Weasley",Gratitude,1.0,"Luckily "" said Lupin hoarsely  ""Ron  Ginny  and Neville ran into us almost immediately and told us what had happened."""
Chapter 29 - The Phoenix Lament.txt,"Harry Potter, Hermione Granger",Gratitude,1.0,"So if Ron was watching the Room of Requirement with Ginny and Neville "" said Harry  turning to Hermione  ""were you -?"""
Chapter 29 - The Phoenix Lament.txt,"Lupin, Hermione Granger",Gratitude,1.0,"It's not your fault "" said Lupin firmly. ""Hermione  had you not obeyed Snape and got out of the way  he probably would have killed you and Luna."""
Chapter 29 - The Phoenix Lament.txt,"Nymphadora Tonks, Neville",Gratitude,1.0,"We were in trouble  we were losing "" said Tonks in a low voice. ""Gibbon was down  but the rest of the Death Eaters seemed ready to fight to the death. Neville had been hurt  Bill had been savaged by Greyback..."""
Chapter 29 - The Phoenix Lament.txt,"Ginny, Severus Snape",Gratitude,1.0,"And then Snape was there "" said Tonks  ""and then he wasn't -"""
Chapter 29 - The Phoenix Lament.txt,"Ron Weasley, Severus Snape",Gratitude,1.0,"I saw him running toward us  but that huge Death Eaters jinx just missed me right afterward and I ducked and lost track of things "" said Ginny"
Chapter 29 - The Phoenix Lament.txt,"Lupin, Nymphadora Tonks",Sad,0.7,"We just let them pass "" said Tonks in a hollow voice."
Chapter 29 - The Phoenix Lament.txt,"Minerva McGonagall, Harry Potter",Anger,1.0,"He must have known a spell we didn't "" whispered McGonagall."
Chapter 29 - The Phoenix Lament.txt,"Harry Potter, Severus Snape",Anger,1.0,"He was "" said Harry savagely  ""but to help them  not to stop them . . ."
Chapter 29 - The Phoenix Lament.txt,"Harry Potter, Albus Dumbledore",Sad,0.9,"He shouted  'It's over '"" said Harry. ""He'd done what he'd meant to do."""
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Arthur",Fear,1.0,"Bill "" whispered Mrs. Weasley  darting past Professor McGonagall as she caught sight of Bill's mangled face."
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Bill",Love,1.0,rs. Weasley bent over her son and pressed her lips to his bloody forehead.
Chapter 29 - The Phoenix Lament.txt,"Arthur, Minerva McGonagall",Fear,0.9,"You said Greyback attacked him?"" Mr. Weasley asked Professor McGonagall distractedly."
Chapter 29 - The Phoenix Lament.txt,"Arthur, Lupin",Fear,0.8,"There will probably be some contamination  Arthur "" said Lupin"
Chapter 29 - The Phoenix Lament.txt,"Arthur Weasley, Molly Weasley, Fleur",Happy,1.0,And what do you mean by zat? What do you mean  ' he was going to be married?'
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Surprise,0.5,Well -only that-
Chapter 29 - The Phoenix Lament.txt,"Fleur, Molly Weasley",Anger,0.9,You theenk Bill will not wish to marry me anymore? Or per'aps  you hoped?
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Gratitude,0.7,Well  yes  I'm sure 
Chapter 29 - The Phoenix Lament.txt,"Fleur, Molly Weasley",Romance,1.0,Because 'e will!
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Surprise,0.6,What do I care how he looks? I am good-looking enough for both of us  I theenk!
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Gratitude,0.8,Our Great-Auntie Muriel  said Mrs. Weasley after a long pause  has a very beautiful tiara - goblin-made - which I am sure I could persuade her to lend you for the wedding.
Chapter 29 - The Phoenix Lament.txt,"Fleur, Molly Weasley",Gratitude,0.9,Thank you 
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Happy,1.0,It would look lovely with your hair.
Chapter 29 - The Phoenix Lament.txt,"Fleur, Molly Weasley",Happy,1.0,I am sure zat will be lovely.
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Fleur",Happy,1.0,And then  Harry did not quite see how it happened  both women were crying and hugging each other.
Chapter 29 - The Phoenix Lament.txt,"Nymphadora Tonks, Lupin",Anger,1.0,Tonks was glaring at Lupin.
Chapter 29 - The Phoenix Lament.txt,"Molly Weasley, Lupin",Disgust,0.7,"I am not being ridiculous "" said Lupin steadily. ""Tonks deserves somebody young and whole."
Chapter 29 - The Phoenix Lament.txt,"Arthur Weasley, Lupin",Friendship,0.9,"But she wants you "" said Mr. Weasley  with a small smile"
Chapter 29 - The Phoenix Lament.txt,"Minerva McGonagall, Lupin",Disgust,0.7,"This is... not the moment to discuss it "" said Lupin  avoiding everybody's eyes as he looked around distractedly"
Chapter 29 - The Phoenix Lament.txt,"Hagrid, Minerva McGonagall",Gratitude,0.9,"I've . . . I've done it  Professor "" he choked.  ""M-moved him. Professor Sprout's got the kids back in bed."
Chapter 29 - The Phoenix Lament.txt,"Harry Potter, Minerva McGonagall",Sad,0.9,"Harry  I would like to know what you and Professor Dumbledore were doing this evening when you left the school."" "
